Print quanity,Cover type,Book size,Page count,Colour printing,Total price incl shipping and margin,Shipping (AIR/SEA/EXCL),Source currency,Print Days,Min Shipping Days,Max Shipping Days,Countries,Printer name
50,Softcover PUR,A5,32,B&W,662.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,40,B&W,687.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,48,B&W,712.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,56,B&W,737.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,64,B&W,762.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,72,B&W,787.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,80,B&W,812.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,88,B&W,837.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,96,B&W,862.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,104,B&W,887.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,112,B&W,912.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,120,B&W,937.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,128,B&W,962.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,136,B&W,987.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,144,B&W,1012.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,152,B&W,1037.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,160,B&W,1062.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,168,B&W,1087.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,176,B&W,1112.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,184,B&W,1137.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,192,B&W,1162.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,200,B&W,1187.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,208,B&W,1212.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,216,B&W,1237.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,224,B&W,1262.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,232,B&W,1287.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,A5,240,B&W,1312.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,32,B&W,819.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,40,B&W,851.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,48,B&W,882.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,56,B&W,914.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,64,B&W,945.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,72,B&W,977.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,80,B&W,1008.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,88,B&W,1040.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,96,B&W,1071.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,104,B&W,1103.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,112,B&W,1134.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,120,B&W,1166.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,128,B&W,1197.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,136,B&W,1229.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,144,B&W,1260.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,152,B&W,1292.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,160,B&W,1323.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,168,B&W,1355.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,176,B&W,1386.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,184,B&W,1418.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,192,B&W,1449.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,200,B&W,1481.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,208,B&W,1512.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,216,B&W,1544.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,224,B&W,1575.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,232,B&W,1607.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,A5,240,B&W,1638.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,32,B&W,1134.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,40,B&W,1186.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,48,B&W,1239.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,56,B&W,1291.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,64,B&W,1344.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,72,B&W,1396.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,80,B&W,1449.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,88,B&W,1501.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,96,B&W,1554.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,104,B&W,1606.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,112,B&W,1659.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,120,B&W,1711.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,128,B&W,1764.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,136,B&W,1816.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,144,B&W,1869.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,152,B&W,1921.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,160,B&W,1974.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,168,B&W,2026.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,176,B&W,2079.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,184,B&W,2131.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,192,B&W,2184.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,200,B&W,2236.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,208,B&W,2289.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,216,B&W,2341.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,224,B&W,2394.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,232,B&W,2446.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,A5,240,B&W,2499.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,32,B&W,1428.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,40,B&W,1480.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,48,B&W,1554.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,56,B&W,1628.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,64,B&W,1702.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,72,B&W,1774.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,80,B&W,1848.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,88,B&W,1922.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,96,B&W,1996.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,104,B&W,2068.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,112,B&W,2142.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,120,B&W,2216.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,128,B&W,2290.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,136,B&W,2362.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,144,B&W,2436.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,152,B&W,2510.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,160,B&W,2584.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,168,B&W,2656.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,176,B&W,2730.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,184,B&W,2804.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,192,B&W,2878.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,200,B&W,2950.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,208,B&W,3024.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,216,B&W,3098.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,224,B&W,3172.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,232,B&W,3244.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,A5,240,B&W,3318.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,32,B&W,1540.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,40,B&W,1632.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,48,B&W,1725.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,56,B&W,1817.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,64,B&W,1907.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,72,B&W,2000.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,80,B&W,2092.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,88,B&W,2185.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,96,B&W,2277.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,104,B&W,2370.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,112,B&W,2462.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,120,B&W,2555.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,128,B&W,2647.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,136,B&W,2740.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,144,B&W,2830.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,152,B&W,2922.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,160,B&W,3015.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,168,B&W,3107.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,176,B&W,3200.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,184,B&W,3292.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,192,B&W,3385.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,200,B&W,3477.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,208,B&W,3570.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,216,B&W,3662.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,224,B&W,3752.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,232,B&W,3845.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,A5,240,B&W,3937.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,32,B&W,1683.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,40,B&W,1785.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,48,B&W,1890.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,56,B&W,1995.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,64,B&W,2100.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,72,B&W,2205.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,80,B&W,2310.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,88,B&W,2412.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,96,B&W,2517.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,104,B&W,2622.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,112,B&W,2727.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,120,B&W,2832.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,128,B&W,2937.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,136,B&W,3039.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,144,B&W,3144.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,152,B&W,3249.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,160,B&W,3354.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,168,B&W,3459.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,176,B&W,3564.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,184,B&W,3666.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,192,B&W,3771.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,200,B&W,3876.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,208,B&W,3981.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,216,B&W,4086.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,224,B&W,4191.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,232,B&W,4293.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,A5,240,B&W,4398.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,32,B&W,1715.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,40,B&W,1827.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,48,B&W,1935.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,56,B&W,2047.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,64,B&W,2156.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,72,B&W,2268.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,80,B&W,2380.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,88,B&W,2488.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,96,B&W,2600.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,104,B&W,2709.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,112,B&W,2821.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,120,B&W,2929.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,128,B&W,3041.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,136,B&W,3153.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,144,B&W,3262.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,152,B&W,3374.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,160,B&W,3482.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,168,B&W,3594.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,176,B&W,3703.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,184,B&W,3815.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,192,B&W,3927.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,200,B&W,4035.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,208,B&W,4147.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,216,B&W,4256.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,224,B&W,4368.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,232,B&W,4476.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,A5,240,B&W,4588.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,32,B&W,1812.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,40,B&W,1932.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,48,B&W,2052.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,56,B&W,2172.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,64,B&W,2292.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,72,B&W,2412.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,80,B&W,2532.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,88,B&W,2652.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,96,B&W,2772.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,104,B&W,2892.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,112,B&W,3012.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,120,B&W,3132.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,128,B&W,3252.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,136,B&W,3372.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,144,B&W,3492.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,152,B&W,3612.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,160,B&W,3732.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,168,B&W,3852.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,176,B&W,3972.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,184,B&W,4092.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,192,B&W,4212.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,200,B&W,4332.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,208,B&W,4452.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,216,B&W,4572.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,224,B&W,4692.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,232,B&W,4812.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,A5,240,B&W,4932.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,32,B&W,1926.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,40,B&W,2061.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,48,B&W,2196.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,56,B&W,2331.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,64,B&W,2470.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,72,B&W,2605.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,80,B&W,2740.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,88,B&W,2875.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,96,B&W,3015.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,104,B&W,3150.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,112,B&W,3285.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,120,B&W,3420.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,128,B&W,3555.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,136,B&W,3694.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,144,B&W,3829.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,152,B&W,3964.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,160,B&W,4099.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,168,B&W,4239.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,176,B&W,4374.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,184,B&W,4509.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,192,B&W,4644.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,200,B&W,4779.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,208,B&W,4918.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,216,B&W,5053.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,224,B&W,5188.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,232,B&W,5323.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,A5,240,B&W,5463.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,32,B&W,2205.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,40,B&W,2315.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,48,B&W,2445.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,56,B&W,2575.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,64,B&W,2700.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,72,B&W,2830.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,80,B&W,2955.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,88,B&W,3085.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,96,B&W,3215.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,104,B&W,3340.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,112,B&W,3470.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,120,B&W,3595.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,128,B&W,3725.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,136,B&W,3855.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,144,B&W,3980.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,152,B&W,4110.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,160,B&W,4235.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,168,B&W,4365.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,176,B&W,4495.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,184,B&W,4620.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,192,B&W,4750.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,200,B&W,4875.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,208,B&W,5005.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,A5,216,B&W,5135.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
