Print quanity,Cover type,Book size,Page count,Colour printing,Total price incl shipping and margin,Shipping (AIR/SEA/EXCL),Source currency,Print Days,Min Shipping Days,Max Shipping Days,Countries,Printer name
100,Softcover PUR,SS,136,B&W,1974.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SS,144,B&W,2048.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SS,152,B&W,2121.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SS,160,B&W,2195.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SS,168,B&W,2268.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SS,176,B&W,2342.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SS,184,B&W,2415.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SS,192,B&W,2489.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SS,200,B&W,2562.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SS,208,B&W,2636.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SS,216,B&W,2709.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SS,224,B&W,2783.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SS,232,B&W,2856.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SS,240,B&W,2930.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,32,B&W,1396.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,40,B&W,1512.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,48,B&W,1627.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,56,B&W,1743.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,64,B&W,1858.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,72,B&W,1974.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,80,B&W,2089.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,88,B&W,2205.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,96,B&W,2320.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,104,B&W,2436.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,112,B&W,2551.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,120,B&W,2667.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,128,B&W,2782.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,136,B&W,2898.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,144,B&W,3013.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,152,B&W,3129.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,160,B&W,3244.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,168,B&W,3360.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,176,B&W,3475.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,184,B&W,3591.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,192,B&W,3706.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,200,B&W,3822.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,208,B&W,3937.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,216,B&W,4053.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,224,B&W,4168.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,232,B&W,4284.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
150,Softcover PUR,SS,240,B&W,4399.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,32,B&W,1578.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,40,B&W,1718.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,48,B&W,1858.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,56,B&W,2000.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,64,B&W,2140.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,72,B&W,2280.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,80,B&W,2420.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,88,B&W,2560.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,96,B&W,2700.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,104,B&W,2840.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,112,B&W,2980.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,120,B&W,3122.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,128,B&W,3262.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,136,B&W,3402.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,144,B&W,3542.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,152,B&W,3682.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,160,B&W,3822.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,168,B&W,3962.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,176,B&W,4102.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,184,B&W,4244.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,192,B&W,4384.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,200,B&W,4524.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,208,B&W,4664.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,216,B&W,4804.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,224,B&W,4944.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,232,B&W,5084.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
200,Softcover PUR,SS,240,B&W,5224.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,32,B&W,1695.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,40,B&W,1910.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,48,B&W,2070.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,56,B&W,2232.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,64,B&W,2392.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,72,B&W,2555.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,80,B&W,2717.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,88,B&W,2877.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,96,B&W,3040.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,104,B&W,3200.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,112,B&W,3362.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,120,B&W,3525.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,128,B&W,3685.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,136,B&W,3847.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,144,B&W,4007.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,152,B&W,4170.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,160,B&W,4332.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,168,B&W,4492.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,176,B&W,4655.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,184,B&W,4815.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,192,B&W,4977.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,200,B&W,5140.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,208,B&W,5300.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,216,B&W,5462.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,224,B&W,5622.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,232,B&W,5785.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
250,Softcover PUR,SS,240,B&W,5947.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,32,B&W,1749.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,40,B&W,1929.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,48,B&W,2106.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,56,B&W,2286.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,64,B&W,2463.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,72,B&W,2640.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,80,B&W,2820.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,88,B&W,2997.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,96,B&W,3177.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,104,B&W,3354.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,112,B&W,3531.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,120,B&W,3711.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,128,B&W,3888.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,136,B&W,4068.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,144,B&W,4245.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,152,B&W,4425.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,160,B&W,4602.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,168,B&W,4779.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,176,B&W,4959.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,184,B&W,5136.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,192,B&W,5316.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,200,B&W,5493.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,208,B&W,5670.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,216,B&W,5850.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,224,B&W,6027.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,232,B&W,6207.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
300,Softcover PUR,SS,240,B&W,6384.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,32,B&W,1977.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,40,B&W,2184.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,48,B&W,2390.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,56,B&W,2597.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,64,B&W,2803.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,72,B&W,3010.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,80,B&W,3216.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,88,B&W,3423.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,96,B&W,3629.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,104,B&W,3836.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,112,B&W,4042.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,120,B&W,4249.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,128,B&W,4455.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,136,B&W,4662.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,144,B&W,4868.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,152,B&W,5075.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,160,B&W,5281.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,168,B&W,5488.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,176,B&W,5694.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,184,B&W,5901.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,192,B&W,6111.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,200,B&W,6317.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,208,B&W,6524.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,216,B&W,6730.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,224,B&W,6937.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,232,B&W,7143.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
350,Softcover PUR,SS,240,B&W,7350.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,32,B&W,2184.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,40,B&W,2416.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,48,B&W,2648.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,56,B&W,2880.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,64,B&W,3116.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,72,B&W,3348.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,80,B&W,3580.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,88,B&W,3812.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,96,B&W,4044.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,104,B&W,4276.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,112,B&W,4508.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,120,B&W,4740.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,128,B&W,4976.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,136,B&W,5208.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,144,B&W,5440.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,152,B&W,5672.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,160,B&W,5904.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,168,B&W,6136.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,176,B&W,6368.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,184,B&W,6600.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,192,B&W,6836.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,200,B&W,7068.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,208,B&W,7300.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,216,B&W,7532.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,224,B&W,7764.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,232,B&W,7996.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
400,Softcover PUR,SS,240,B&W,8228.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,32,B&W,2349.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,40,B&W,2601.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,48,B&W,2853.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,56,B&W,3109.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,64,B&W,3361.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,72,B&W,3618.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,80,B&W,3870.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,88,B&W,4122.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,96,B&W,4378.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,104,B&W,4630.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,112,B&W,4887.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,120,B&W,5139.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,128,B&W,5391.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,136,B&W,5647.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,144,B&W,5899.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,152,B&W,6156.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,160,B&W,6408.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,168,B&W,6660.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,176,B&W,6916.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,184,B&W,7168.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,192,B&W,7420.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,200,B&W,7677.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,208,B&W,7929.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,216,B&W,8185.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,224,B&W,8437.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,232,B&W,8689.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
450,Softcover PUR,SS,240,B&W,8946.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,32,B&W,2495.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,40,B&W,2765.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,48,B&W,3040.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,56,B&W,3310.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,64,B&W,3585.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,72,B&W,3860.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,80,B&W,4130.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,88,B&W,4405.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,96,B&W,4675.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,104,B&W,4950.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,112,B&W,5225.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,120,B&W,5495.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,128,B&W,5770.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,136,B&W,6040.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,144,B&W,6315.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,152,B&W,6590.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,160,B&W,6860.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,168,B&W,7135.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,176,B&W,7405.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,184,B&W,7680.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,192,B&W,7955.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,200,B&W,8225.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,208,B&W,8500.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,216,B&W,8770.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,224,B&W,9045.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,232,B&W,9320.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
500,Softcover PUR,SS,240,B&W,9590.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,32,B&W,767.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,40,B&W,817.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,48,B&W,867.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,56,B&W,917.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,64,B&W,967.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,72,B&W,1017.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,80,B&W,1067.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,88,B&W,1117.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,96,B&W,1167.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,104,B&W,1217.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,112,B&W,1267.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,120,B&W,1317.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,128,B&W,1367.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,136,B&W,1417.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,144,B&W,1467.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,152,B&W,1517.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,160,B&W,1567.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,168,B&W,1617.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,176,B&W,1667.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,184,B&W,1717.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,192,B&W,1767.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,200,B&W,1817.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,208,B&W,1867.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,216,B&W,1917.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,224,B&W,1967.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,232,B&W,2017.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
50,Softcover PUR,SP,240,B&W,2067.5,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SP,32,B&W,1019.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SP,40,B&W,1092.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SP,48,B&W,1166.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SP,56,B&W,1239.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SP,64,B&W,1313.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SP,72,B&W,1386.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SP,80,B&W,1460.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SP,88,B&W,1533.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SP,96,B&W,1607.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
100,Softcover PUR,SP,104,B&W,1680.0,EXCL,AUD,16 days,5 days,15 days,AU,BPC
